iter	Passed	Remaining
1676	8781	1691
1677	8786	1686
1678	8790	1680
1679	8795	1675
1680	8799	1669
1681	8802	1664
1682	8807	1658
1683	8813	1653
1684	8817	1648
1685	8821	1643
1686	8826	1637
1687	8832	1632
1688	8836	1627
1689	8841	1621
1690	8846	1616
1691	8850	1611
1692	8855	1605
1693	8861	1600
1694	8867	1595
1695	8871	1590
1696	8876	1584
1697	8881	1579
1698	8886	1574
1699	8891	1569
1700	8896	1563
1701	8902	1558
1702	8907	1553
1703	8911	1548
1704	8915	1542
1705	8919	1537
1706	8924	1531
1707	8929	1526
1708	8932	1521
1709	8937	1515
1710	8944	1510
1711	8949	1505
1712	8955	1500
1713	8960	1495
1714	8965	1489
1715	8971	1484
1716	8976	1479
1717	8981	1474
1718	8986	1468
1719	8991	1463
1720	8996	1458
1721	9001	1453
1722	9007	1448
1723	9011	1442
1724	9017	1437
1725	9021	1432
1726	9025	1426
1727	9029	1421
1728	9035	1416
1729	9040	1410
1730	9044	1405
1731	9049	1400
1732	9054	1395
1733	9059	1389
1734	9063	1384
1735	9068	1379
1736	9073	1373
1737	9078	1368
1738	9083	1363
1739	9088	1357
1740	9093	1352
1741	9098	1347
1742	9104	1342
1743	9111	1337
1744	9119	1332
1745	9124	1327
1746	9129	1322
1747	9135	1316
1748	9139	1311
1749	9143	1306
1750	9150	1301
1751	9155	1295
1752	9159	1290
1753	9164	1285
1754	9169	1280
1755	9174	1274
1756	9180	1269
1757	9185	1264
1758	9191	1259
1759	9196	1254
1760	9201	1248
1761	9206	1243
1762	9212	1238
1763	9216	1233
1764	9220	1227
1765	9223	1222
1766	9229	1216
1767	9233	1211
1768	9237	1206
1769	9242	1200
1770	9248	1195
1771	9253	1190
1772	9259	1185
1773	9264	1180
1774	9269	1175
1775	9274	1169
1776	9280	1164
1777	9285	1159
1778	9290	1154
1779	9294	1148
1780	9299	1143
1781	9304	1138
1782	9309	1132
1783	9314	1127
1784	9319	1122
1785	9324	1117
1786	9329	1112
1787	9334	1106
1788	9339	1101
1789	9345	1096
1790	9351	1091
1791	9356	1086
1792	9362	1080
1793	9369	1075
1794	9375	1070
1795	9380	1065
1796	9384	1060
1797	9389	1054
1798	9393	1049
1799	9397	1044
1800	9401	1038
1801	9406	1033
1802	9412	1028
1803	9418	1023
1804	9425	1018
1805	9430	1012
1806	9434	1007
1807	9441	1002
1808	9447	997
1809	9451	992
1810	9457	986
1811	9461	981
1812	9466	976
1813	9473	971
1814	9479	966
1815	9484	961
1816	9491	955
1817	9496	950
1818	9502	945
1819	9508	940
1820	9512	935
1821	9518	929
1822	9524	924
1823	9529	919
1824	9535	914
1825	9541	909
1826	9547	904
1827	9553	898
1828	9557	893
1829	9562	888
1830	9565	882
1831	9571	877
1832	9576	872
1833	9581	867
1834	9588	862
1835	9592	856
1836	9598	851
1837	9605	846
1838	9609	841
1839	9614	836
1840	9619	830
1841	9624	825
1842	9632	820
1843	9637	815
1844	9643	810
1845	9648	804
1846	9652	799
1847	9656	794
1848	9661	789
1849	9667	783
1850	9673	778
1851	9677	773
1852	9682	768
1853	9687	762
1854	9692	757
1855	9699	752
1856	9703	747
1857	9709	742
1858	9713	736
1859	9717	731
1860	9722	726
1861	9728	721
1862	9733	715
1863	9737	710
1864	9741	705
1865	9745	699
1866	9749	694
1867	9754	689
1868	9760	684
1869	9765	678
1870	9771	673
1871	9776	668
1872	9781	663
1873	9786	657
1874	9791	652
1875	9795	647
1876	9799	642
1877	9805	636
1878	9810	631
1879	9815	626
1880	9820	621
1881	9825	616
1882	9829	610
1883	9834	605
1884	9839	600
1885	9843	595
1886	9848	589
1887	9853	584
1888	9858	579
1889	9863	574
1890	9866	568
1891	9871	563
1892	9877	558
1893	9881	553
1894	9886	547
1895	9893	542
1896	9898	537
1897	9904	532
1898	9908	527
1899	9913	521
1900	9920	516
1901	9924	511
1902	9928	506
1903	9933	500
1904	9938	495
1905	9943	490
1906	9947	485
1907	9953	479
1908	9958	474
1909	9962	469
1910	9966	464
1911	9972	459
1912	9977	453
1913	9982	448
1914	9987	443
1915	9990	438
1916	9995	432
1917	10000	427
1918	10005	422
1919	10010	417
1920	10014	411
1921	10020	406
1922	10025	401
1923	10030	396
1924	10035	390
1925	10039	385
1926	10045	380
1927	10050	375
1928	10054	370
1929	10059	364
1930	10064	359
1931	10070	354
1932	10075	349
1933	10079	343
1934	10084	338
1935	10089	333
1936	10095	328
1937	10100	323
1938	10104	317
1939	10109	312
1940	10115	307
1941	10122	302
1942	10129	297
1943	10134	291
1944	10140	286
1945	10147	281
1946	10151	276
1947	10157	271
1948	10162	265
1949	10167	260
1950	10172	255
1951	10176	250
1952	10181	245
1953	10186	239
1954	10193	234
1955	10197	229
1956	10202	224
1957	10207	218
1958	10213	213
1959	10217	208
1960	10222	203
1961	10227	198
1962	10231	192
1963	10236	187
1964	10242	182
1965	10246	177
1966	10251	171
1967	10256	166
1968	10262	161
1969	10266	156
1970	10272	151
1971	10277	145
1972	10281	140
1973	10287	135
1974	10292	130
1975	10296	125
1976	10300	119
1977	10306	114
1978	10309	109
1979	10314	104
1980	10319	98
1981	10324	93
1982	10329	88
1983	10334	83
1984	10339	78
1985	10343	72
1986	10347	67
1987	10352	62
1988	10357	57
1989	10361	52
1990	10366	46
1991	10372	41
1992	10380	36
1993	10388	31
1994	10394	26
1995	10402	20
1996	10409	15
1997	10413	10
1998	10420	5
1999	10425	0
