iter	MAPE
203	0.1658738364
204	0.1657144565
205	0.1655813891
206	0.1654430163
207	0.1653226845
208	0.1650467864
209	0.1648784188
210	0.1647229027
211	0.1645566155
212	0.1642801554
213	0.164009175
214	0.1638255928
215	0.1635258438
216	0.1633745712
217	0.1631198155
218	0.1629548757
219	0.1625045567
220	0.1623112808
221	0.1621329595
222	0.1620321349
223	0.1617966765
224	0.161553691
225	0.161279756
226	0.1610662475
227	0.1608617686
228	0.1607963111
229	0.1605268757
230	0.1604987357
231	0.1603882615
232	0.1601958248
233	0.1601441459
234	0.1598731423
235	0.1598201308
236	0.1597439732
237	0.1595259348
238	0.1594038032
239	0.159175518
240	0.159048488
241	0.1588289765
242	0.1586920817
243	0.1584643447
244	0.1582443405
245	0.1579924588
246	0.1578205557
247	0.157517708
248	0.1571988671
249	0.1569493819
250	0.1568280049
251	0.1566227953
252	0.1564287125
253	0.1562026796
254	0.1560257183
255	0.1558003169
256	0.1556113147
257	0.1553240107
258	0.1550713529
259	0.1549585558
260	0.1546114729
261	0.154403174
262	0.1542774758
263	0.154136737
264	0.1539245339
265	0.1537622389
266	0.1535669986
267	0.1534890701
268	0.1533660239
269	0.1532262999
270	0.153110937
271	0.1529342151
272	0.1526636533
273	0.1525236985
274	0.1524179132
275	0.1522532107
276	0.1521503297
277	0.1520849237
278	0.1518845337
279	0.151805089
280	0.1516587832
281	0.1515170956
282	0.1513156221
283	0.1510970733
284	0.1509503606
285	0.1507872593
286	0.1506532125
287	0.1505332466
288	0.1504424253
289	0.1502591267
290	0.1501169391
291	0.1499563513
292	0.1498399912
293	0.1497020298
294	0.1496342861
295	0.1495076962
296	0.1493856034
297	0.1492491131
298	0.1492094209
299	0.1490937841
300	0.1489652541
301	0.1488875373
302	0.1487411483
303	0.1485821848
304	0.1484449683
305	0.1483895702
306	0.14823135
307	0.1481227068
308	0.1479566615
309	0.1479023777
310	0.1478789273
311	0.1477985498
312	0.1476977842
313	0.1476658545
314	0.1476040788
315	0.1474059316
316	0.1473489588
317	0.1472312725
318	0.1470575908
319	0.1469466599
320	0.1468759891
321	0.1468259906
322	0.1467466453
323	0.1466948937
324	0.1465965406
325	0.1465079526
326	0.1464339734
327	0.1463107937
328	0.1462669966
329	0.1460529745
330	0.1459565523
331	0.1458966764
332	0.1458668305
333	0.1457783894
334	0.1456826169
335	0.1455912886
336	0.1455046427
337	0.1454018828
338	0.1452981474
339	0.14524754
340	0.1452114413
341	0.1450845034
342	0.1449639284
343	0.1448098104
344	0.1447762199
345	0.1446937446
346	0.1445655806
347	0.1444653784
348	0.1443082492
349	0.1441859862
350	0.1440608028
351	0.1440380706
352	0.1439817779
353	0.1438434245
354	0.1437587063
355	0.1436646607
356	0.1435651956
357	0.1435176076
358	0.1434453497
359	0.1433933295
360	0.1432815696
361	0.1432393295
362	0.1432121583
363	0.1431790199
364	0.1430486879
365	0.1429943859
366	0.1429356848
367	0.1428680559
368	0.1427600543
369	0.1426440656
370	0.1425877973
371	0.1425373617
372	0.142486922
373	0.1424162637
374	0.1422474531
375	0.1421722831
376	0.1420712818
377	0.1419452538
378	0.1418860303
379	0.1418241965
380	0.1417645418
381	0.1417093984
382	0.1415420803
383	0.1414872997
384	0.1414895746
385	0.1413344263
386	0.1412861829
387	0.14121303
388	0.1411527056
389	0.1411309141
390	0.1411068447
391	0.1410059706
392	0.1408806012
393	0.1407649813
394	0.1406640144
395	0.1405182444
396	0.1404450012
397	0.1403749533
398	0.1403040129
399	0.1401841555
400	0.1401005571
401	0.1400769686
402	0.1400430564
403	0.1399360638
404	0.1398546977
405	0.1397925925
406	0.1397619494
407	0.1397155437
408	0.1396305256
409	0.1396128587
410	0.139547402
411	0.1395490248
412	0.1394895208
413	0.1394302705
414	0.1393823515
415	0.1393525969
416	0.1392569705
417	0.1391427123
418	0.139123146
419	0.138817743
420	0.138702201
421	0.1385992701
422	0.1385607969
423	0.1384911908
424	0.1384055715
425	0.1383881008
426	0.1383126195
427	0.1381657001
428	0.1380812491
429	0.1380298557
430	0.1379690386
431	0.1378371733
432	0.1376747308
433	0.1375824438
434	0.1373148819
435	0.1372605529
436	0.137242172
437	0.1371679606
438	0.1371213667
439	0.1370630651
440	0.1369677017
441	0.136922303
442	0.1367995617
443	0.1367111472
444	0.1366646097
445	0.1365982633
446	0.1365781805
447	0.1364584344
448	0.1364100589
449	0.1363360449
450	0.1363048426
451	0.1361654166
452	0.1361305128
453	0.1360300438
454	0.1359499059
455	0.135839889
456	0.1357849542
457	0.1357652143
458	0.1357235137
459	0.1356777317
460	0.1356218475
461	0.1355484452
462	0.1354321233
463	0.1353617968
464	0.1353500209
465	0.1353114342
466	0.1352860266
467	0.1352337933
468	0.1351940799
469	0.135165813
470	0.1350644974
471	0.1350422783
472	0.1350043251
473	0.1349394254
474	0.1348593554
475	0.1348482389
476	0.134788724
477	0.1347231499
478	0.1345941725
479	0.1345242884
480	0.1344661186
481	0.1344452959
482	0.1343277528
483	0.1343017433
484	0.1342267608
485	0.1341693383
486	0.1341402786
487	0.1341211261
488	0.1340744732
489	0.1340508882
490	0.134028912
491	0.1340187778
492	0.1339881271
493	0.133948925
494	0.1338667221
495	0.1338321098
496	0.1337588799
497	0.1337512821
498	0.1337173278
499	0.1336580765
500	0.1336311795
501	0.1335510141
502	0.1335069891
503	0.133457506
504	0.1334229604
505	0.1333737239
506	0.1333060911
507	0.1332796974
508	0.1331611272
509	0.1331069585
510	0.1330244632
511	0.1330026058
512	0.1329232589
513	0.1328829506
514	0.132834256
515	0.1327573599
516	0.1327230712
517	0.1326916852
518	0.1326619538
519	0.1326370529
520	0.1325281921
521	0.1324022461
522	0.1322871734
523	0.1322271414
524	0.1320408792
525	0.1318533714
526	0.1317755873
527	0.1317180993
528	0.1317062202
529	0.1316558153
530	0.131608334
531	0.131578769
532	0.1314914661
533	0.1314619135
534	0.1313955486
535	0.1313754988
536	0.1313222744
537	0.1312371663
538	0.1311298971
539	0.1311052994
540	0.13108605
541	0.1310460035
542	0.1310188341
543	0.130942251
544	0.1309094346
545	0.1308453383
546	0.1308058069
547	0.1307154533
548	0.1305682533
549	0.1305119478
550	0.1304444043
551	0.1303655906
552	0.1303221012
553	0.1303029355
554	0.1301736513
555	0.1301102995
556	0.1301021476
557	0.1300813187
558	0.1300376967
559	0.1299792325
560	0.1300134093
561	0.1298674107
562	0.1297773893
563	0.129638579
564	0.1295713063
565	0.1293786594
566	0.1293534545
567	0.1293123942
568	0.1291945865
569	0.1291649829
570	0.1291351666
571	0.1291138655
572	0.1290986021
573	0.1290198934
574	0.1289758571
575	0.128946366
576	0.1289075322
577	0.1288472934
578	0.1288237296
579	0.128792468
580	0.1287068582
581	0.128682804
582	0.1286562687
583	0.128641992
584	0.1285829138
585	0.1285559015
586	0.1285139156
587	0.1284707214
588	0.128435859
589	0.1284143709
590	0.1284078821
591	0.128393125
592	0.1283569129
593	0.1282245133
594	0.1280428855
595	0.1279764226
596	0.1279556318
597	0.127948645
598	0.1278595867
599	0.1278108783
600	0.1277941384
601	0.127757888
602	0.1277445663
603	0.1277254935
604	0.1276640247
605	0.1275985394
606	0.1275404759
607	0.1275374844
608	0.1274998
609	0.1274748695
610	0.1274118892
611	0.1273814353
612	0.1273502215
613	0.1273286961
614	0.1273006055
615	0.1273008181
616	0.1272892883
617	0.1272396984
618	0.1272133437
619	0.1272026646
620	0.1271794273
621	0.1270953635
622	0.1270640714
623	0.1270644258
624	0.1269683538
625	0.1269349301
626	0.1268830907
627	0.1268490598
628	0.1266792371
629	0.1266536109
630	0.1265831141
631	0.1265665613
632	0.1265374071
633	0.12649992
634	0.1264568357
635	0.1263621154
636	0.1263451136
637	0.1263143889
638	0.1262963201
639	0.126257035
640	0.1262258741
641	0.126182773
642	0.1260273759
643	0.1259094832
644	0.1258297279
645	0.1258169563
646	0.125779923
647	0.1257477507
648	0.1257422318
649	0.125725933
650	0.1256622309
651	0.1256357294
652	0.1255502372
653	0.1255239538
654	0.1254960578
655	0.125462559
656	0.1254512387
657	0.125434182
658	0.125400522
659	0.1253773674
660	0.1252393755
661	0.1252136033
662	0.1251682918
663	0.1251323479
664	0.1251152932
665	0.1250706517
666	0.1250470919
667	0.1249895537
668	0.1249448405
669	0.1249395333
670	0.1249138518
671	0.1248852889
672	0.1248519945
673	0.1248266948
674	0.1248128874
675	0.1247629793
676	0.1247476431
677	0.1247222686
678	0.124704501
679	0.1246901432
680	0.1246361372
681	0.1246190473
682	0.1244927492
683	0.1244863941
684	0.1244618552
685	0.1244337685
686	0.1244134077
687	0.1243952081
688	0.1243671932
689	0.1242992382
690	0.1242489424
691	0.124225121
692	0.1241748727
693	0.1241594069
694	0.1241309514
695	0.1240672191
696	0.1240140746
697	0.1239844209
698	0.123964806
699	0.1239539122
700	0.1239476876
701	0.123913934
702	0.1238518701
703	0.1238488357
704	0.1238292784
705	0.1238025632
706	0.1237889734
707	0.1237723113
708	0.1237353514
709	0.1237126389
710	0.1236067842
711	0.1235742812
712	0.1235280977
713	0.1235002121
714	0.1234887599
715	0.1234395494
716	0.1233776669
717	0.1233679425
718	0.1232555098
719	0.1232447259
720	0.1232347439
721	0.1231917689
722	0.1231507942
723	0.123140627
724	0.1230563277
725	0.1229804932
726	0.1229323508
727	0.1228369708
728	0.1228270537
729	0.122751103
730	0.1227088359
731	0.1226985579
732	0.1226202266
733	0.1226043867
734	0.122564994
735	0.1223787437
736	0.1223096951
737	0.1222358262
738	0.1221712203
739	0.1221010259
740	0.1220371528
741	0.1220266074
742	0.1220031953
743	0.1219994755
744	0.1218481559
745	0.1218197616
746	0.1218101487
747	0.121701073
748	0.1216868702
749	0.1216816845
750	0.1216373931
751	0.1216322423
752	0.1216071371
753	0.1215694728
754	0.1215009858
755	0.1214511181
756	0.1214317468
757	0.121416786
758	0.121380511
759	0.121361581
760	0.1213363574
761	0.1213257346
762	0.1212747879
763	0.1212765587
764	0.1212450916
765	0.1212476778
766	0.1211948334
767	0.1211079785
768	0.1210615846
769	0.1210029814
770	0.1209401428
771	0.1209174647
772	0.1209023796
773	0.1208513767
774	0.1207855698
775	0.1206961756
776	0.1207006247
777	0.1205405502
778	0.1205209681
779	0.1205129737
780	0.1205068084
781	0.1204294574
782	0.1204014179
783	0.1203510227
784	0.1203420872
785	0.1203300298
786	0.12032124
787	0.1202638421
788	0.1202313596
789	0.120227017
790	0.120163298
791	0.1201585521
792	0.1201546214
793	0.1201061472
794	0.1200960688
795	0.1199922196
796	0.1199861681
797	0.1199568425
798	0.1199282141
799	0.1198870177
800	0.1198771326
801	0.1198663106
802	0.1198218509
803	0.1198231928
804	0.1198063128
805	0.1197782978
806	0.1197640443
807	0.1196479724
808	0.1196406102
809	0.1196053252
810	0.1194820727
811	0.1194458441
812	0.1194283093
813	0.1193118597
814	0.1192640259
815	0.1192273486
816	0.1192125323
817	0.1191938905
818	0.1190811905
819	0.1190637648
820	0.1190331779
821	0.1189947667
822	0.1189772103
823	0.1189552589
824	0.1189215848
825	0.1189132663
826	0.11890353
827	0.1189056076
828	0.1188130163
829	0.1187205555
830	0.1186977386
831	0.1186726182
832	0.1186662947
833	0.1186353633
834	0.1185534697
835	0.1185270161
836	0.1184889354
837	0.1184522518
838	0.1184375985
839	0.118431441
840	0.1184041552
841	0.1183267341
842	0.1183001148
843	0.1182944657
844	0.1182182358
845	0.1181944167
846	0.1181638843
847	0.1181207844
848	0.1180464515
849	0.1180292867
850	0.1180084072
851	0.1180019199
852	0.1179899087
853	0.1179666831
854	0.1178948733
855	0.117814082
856	0.1177797923
857	0.1177589304
858	0.1177137851
859	0.1176923969
860	0.1176664875
861	0.1176178406
862	0.1175877155
863	0.1175663683
864	0.1175508267
865	0.1175315039
866	0.1174193105
867	0.1173929143
868	0.1173516978
869	0.11732668
870	0.1173167488
871	0.1172221407
872	0.1172092434
873	0.1171705665
874	0.1171563189
875	0.1171423041
876	0.1169907741
877	0.1169349473
878	0.1168630293
879	0.1167463332
880	0.1166583536
881	0.1166359697
882	0.1166035484
883	0.1165990417
884	0.1165806208
885	0.1165545621
886	0.1165518783
887	0.1165137437
888	0.1164819495
889	0.1164786096
890	0.1164717759
891	0.1164528212
892	0.1163295134
893	0.1163076412
894	0.1160786649
895	0.1160249031
896	0.1159414083
897	0.1159263453
898	0.1158696965
899	0.115824715
900	0.1158060416
901	0.1157830397
902	0.1157620816
903	0.1157396735
904	0.1157335529
905	0.1156825319
906	0.1156581538
907	0.1156496535
908	0.1156474209
909	0.1156309181
910	0.1155838644
911	0.1155631173
912	0.1154953327
913	0.1154874219
914	0.1155245951
915	0.1154561775
916	0.1154491153
917	0.1153666264
918	0.1153641125
919	0.1153357696
920	0.1153097596
921	0.1152766146
922	0.1152405364
923	0.1152277707
924	0.115160253
925	0.1151378356
926	0.1150908264
927	0.1150750567
928	0.1150392553
929	0.1150236072
930	0.1150097967
931	0.1149712126
932	0.1149447972
933	0.1149404154
934	0.1149192242
935	0.1148462901
936	0.1148366778
937	0.1148023494
938	0.1147572779
939	0.1147517103
940	0.114694447
941	0.1146902863
942	0.1146790024
943	0.1146569506
944	0.1146166891
945	0.1145913045
946	0.1145423674
947	0.1144966421
948	0.114400903
949	0.1143572459
950	0.1143134931
951	0.1142888305
952	0.1142680223
953	0.1142478791
954	0.114239047
955	0.1142087332
956	0.1141484558
957	0.1141062547
958	0.1140285459
959	0.114015671
960	0.1140117548
961	0.1139802592
962	0.11397227
963	0.1139593405
964	0.1139472076
965	0.1139401065
966	0.113934482
967	0.1138993347
968	0.1138786345
969	0.11386772
970	0.1138618518
971	0.1138565585
972	0.1138285673
973	0.1138150087
974	0.1138104546
975	0.1137995795
976	0.1137897166
977	0.1137601394
978	0.1136856303
979	0.1136329843
980	0.1136239915
981	0.1136097259
982	0.1135973465
983	0.1135836467
984	0.1135091618
985	0.1134681223
986	0.113462973
987	0.1134323792
988	0.1133992894
989	0.1133539662
990	0.1133419319
991	0.1133364014
992	0.1132934235
993	0.1132676329
994	0.1132545441
995	0.1131379851
996	0.1131119991
997	0.1131026049
998	0.1130844948
999	0.1129948324
1000	0.1129739698
1001	0.1129167511
1002	0.1129011724
1003	0.1129146533
1004	0.1129142313
1005	0.1129024916
1006	0.1128784247
1007	0.112841616
1008	0.1128282776
1009	0.1128076819
1010	0.1128023452
1011	0.1126812823
1012	0.112651818
1013	0.112637105
1014	0.1126234412
1015	0.1126019881
1016	0.1125428762
1017	0.1125283469
1018	0.1125007757
1019	0.1124866016
1020	0.112463608
1021	0.1124601807
1022	0.112415428
1023	0.1124112923
1024	0.11233614
1025	0.1123242323
1026	0.1122694267
1027	0.1122485602
1028	0.1122193329
1029	0.1121800418
1030	0.1121340642
1031	0.1121270109
1032	0.1121155921
1033	0.1121100881
1034	0.1121005484
1035	0.1120998812
1036	0.1120551551
1037	0.1120460594
1038	0.1119801293
1039	0.111906105
1040	0.1118597678
1041	0.1118419792
1042	0.1118323634
1043	0.1118146732
1044	0.1118102804
1045	0.1117946271
1046	0.1117893795
1047	0.111774071
1048	0.1117174011
1049	0.1117056924
1050	0.1116174642
1051	0.1116112306
1052	0.1116034744
1053	0.1115851457
1054	0.1115166413
1055	0.1114935898
1056	0.1114861479
1057	0.1114476815
1058	0.1114255488
1059	0.111349851
1060	0.1113009091
1061	0.1112861009
1062	0.1112561112
1063	0.1111843572
1064	0.1111799933
1065	0.1111787569
1066	0.1110975792
1067	0.1110938633
1068	0.1110416994
1069	0.1110406432
1070	0.1109993864
1071	0.1109728578
1072	0.1109477178
1073	0.1109260378
1074	0.1109235113
1075	0.1109026852
1076	0.1108700504
1077	0.1107888842
1078	0.1107423619
1079	0.1107374393
1080	0.1107091004
1081	0.1106690478
1082	0.1106588059
1083	0.1106596424
1084	0.1106806341
1085	0.1106588844
1086	0.1106137658
1087	0.110565157
1088	0.1105543628
1089	0.1105188143
1090	0.1104961897
1091	0.1104912653
1092	0.1104728351
1093	0.1104713755
1094	0.1104458848
1095	0.1104299003
1096	0.1104131812
1097	0.110361183
1098	0.1103033742
1099	0.1103296946
1100	0.1103136543
1101	0.1102810524
1102	0.1102672308
1103	0.1102638276
1104	0.1102592944
1105	0.1102280089
1106	0.1102061715
1107	0.1101935595
1108	0.1101638899
1109	0.1100032739
1110	0.11000692
1111	0.1099962074
1112	0.1099911603
1113	0.1099782877
1114	0.1099677842
1115	0.1099425772
1116	0.1099354976
1117	0.1098688824
1118	0.1098583936
1119	0.109845728
1120	0.1098047596
1121	0.1097979332
1122	0.1097441006
1123	0.1097136873
1124	0.1096849117
1125	0.1096496037
1126	0.1096287622
1127	0.1095755871
1128	0.1095724838
1129	0.1095457051
1130	0.1095267133
1131	0.1095160458
1132	0.1094597919
1133	0.1094440141
1134	0.1094081732
1135	0.1092946663
1136	0.1092448967
1137	0.1092018242
1138	0.1091956549
1139	0.1091656144
1140	0.1091423627
1141	0.1091325301
1142	0.1091084399
1143	0.109094409
1144	0.1089511642
1145	0.1089445076
1146	0.1089286821
1147	0.1089209515
1148	0.1088880612
1149	0.1088822857
1150	0.1088757175
1151	0.1088590479
1152	0.1088500092
1153	0.1088127583
1154	0.1087989047
1155	0.108787665
1156	0.108774125
1157	0.1086967447
1158	0.1086659979
1159	0.1086570061
1160	0.1086492216
1161	0.1086387743
1162	0.1086133779
1163	0.1086086743
1164	0.1085842683
1165	0.1085619177
1166	0.1085557043
1167	0.108515688
1168	0.1085142015
1169	0.108507705
1170	0.1084810416
1171	0.1084713135
1172	0.1084603886
1173	0.1084567612
1174	0.1084492604
1175	0.1084452394
1176	0.1084356565
1177	0.1083631844
1178	0.1083373921
1179	0.1083277542
1180	0.1082787664
1181	0.108273232
1182	0.1082638486
1183	0.1082634386
1184	0.1082490158
1185	0.1082318759
1186	0.1082276671
1187	0.1081801213
1188	0.1081765014
1189	0.1081732966
1190	0.1081517994
1191	0.1081377344
1192	0.108128944
1193	0.1081218532
1194	0.1081155763
1195	0.1080889234
1196	0.1080551284
1197	0.1080448157
1198	0.1080397649
1199	0.1080297821
1200	0.1080207279
1201	0.1080139634
1202	0.1080021348
1203	0.1079610847
1204	0.1079426581
1205	0.1079184422
1206	0.1079002593
1207	0.1078956532
1208	0.1078885147
1209	0.1078833119
1210	0.1078796052
1211	0.1078706
1212	0.1078515517
1213	0.1078256449
1214	0.1078022795
1215	0.1077902625
1216	0.1077751087
1217	0.1077554785
1218	0.10774762
1219	0.107713169
1220	0.10771066
1221	0.107698143
1222	0.1076682653
1223	0.1076421029
1224	0.107621234
1225	0.1075684213
1226	0.1075294784
1227	0.1074963828
1228	0.1074956659
1229	0.1074930347
1230	0.1074874103
1231	0.1074798786
1232	0.1074679302
1233	0.1074651557
1234	0.1074189846
1235	0.1072367739
1236	0.1071997899
1237	0.1071977608
1238	0.1071740904
1239	0.1071466828
1240	0.1071376349
1241	0.1071066734
1242	0.1071060236
1243	0.1071019647
1244	0.1070891198
1245	0.1070831134
1246	0.1069826159
1247	0.1069647447
1248	0.1069563631
1249	0.1068510832
1250	0.1068310913
1251	0.1068236576
1252	0.1068219375
1253	0.1067893324
1254	0.1067848114
1255	0.1067763644
1256	0.1067745095
1257	0.1067612213
1258	0.1067484965
1259	0.1067386983
1260	0.1067308392
1261	0.1067064389
1262	0.1066891506
1263	0.1067130528
1264	0.1066497877
1265	0.1066215667
1266	0.1066107549
1267	0.1066087985
1268	0.1065866679
1269	0.1065584798
1270	0.1065142533
1271	0.1065033031
1272	0.1064611752
1273	0.1064452627
1274	0.1064162565
1275	0.1063641981
1276	0.1063618635
1277	0.1063142691
1278	0.106309754
1279	0.1062683704
1280	0.1062305787
1281	0.1062262179
1282	0.1062250745
1283	0.1062202052
1284	0.1061797683
1285	0.1061714203
1286	0.1061632236
1287	0.1061450751
1288	0.1061331132
1289	0.1061289574
1290	0.1061192369
1291	0.1061167587
1292	0.1061117351
1293	0.106107836
1294	0.1060919042
1295	0.1060893071
1296	0.1060703704
1297	0.1060645939
1298	0.1060154405
1299	0.1059593102
1300	0.1059536342
1301	0.1059473313
1302	0.1059343884
1303	0.1059223776
1304	0.1059088778
1305	0.1059007429
1306	0.1058792969
1307	0.1058270404
1308	0.1058166051
1309	0.105808062
1310	0.1057830939
1311	0.1057799746
1312	0.1057576824
1313	0.105715584
1314	0.1056957221
1315	0.1056760666
1316	0.1056741704
1317	0.1056637227
1318	0.105659742
1319	0.105654555
1320	0.1056479767
1321	0.1056310426
1322	0.105625891
1323	0.1056267584
1324	0.1056207649
1325	0.1056158233
1326	0.1056067894
1327	0.1056038009
1328	0.1055905614
1329	0.1055854089
1330	0.1055706601
1331	0.105564561
1332	0.1055524862
1333	0.1055317304
1334	0.1055209594
1335	0.1055169294
1336	0.1055109601
1337	0.1055071589
1338	0.1054945669
1339	0.1054330309
1340	0.1054321145
1341	0.1053872424
1342	0.1053727379
1343	0.1053660962
1344	0.1052958979
1345	0.1052752973
1346	0.1052496581
1347	0.1052503748
1348	0.1052425837
1349	0.1052410251
1350	0.1052108751
1351	0.1051928537
1352	0.105184088
1353	0.1051786172
1354	0.1051508846
1355	0.1051456527
1356	0.1051419847
1357	0.1051168852
1358	0.1050937346
1359	0.105070894
1360	0.1050483198
1361	0.1050195694
1362	0.1049523195
1363	0.1049327497
1364	0.1049226519
1365	0.1049125951
1366	0.1049077295
1367	0.1048832573
1368	0.1048352577
1369	0.1048315782
1370	0.1048223782
1371	0.1048126377
1372	0.1047960848
1373	0.1047936097
1374	0.1047879383
1375	0.1047618303
1376	0.1047355777
1377	0.1047047813
1378	0.104700112
1379	0.1046945226
1380	0.1046936628
1381	0.1046879099
1382	0.1046830122
1383	0.1046287003
1384	0.104591458
1385	0.1045781222
1386	0.1045668445
1387	0.1045540055
1388	0.1045509678
1389	0.1045387628
1390	0.1045401727
1391	0.1045304903
1392	0.1045177972
1393	0.1044978095
1394	0.1044963962
1395	0.1044646267
1396	0.1044623434
1397	0.1044487829
1398	0.1044480811
1399	0.1044424779
1400	0.1044381868
1401	0.1044064501
1402	0.1044015887
1403	0.1043476678
1404	0.1043457251
1405	0.10432652
1406	0.1042977298
1407	0.1042880625
1408	0.1042873529
1409	0.1042712298
1410	0.1042620544
1411	0.1042385725
1412	0.1042179879
1413	0.1042099649
1414	0.1041763196
1415	0.104152367
1416	0.1041384568
1417	0.1041342254
1418	0.1041195683
1419	0.1041087368
1420	0.1041013993
1421	0.1040948238
1422	0.1040066433
1423	0.1039933253
1424	0.1039880892
1425	0.1039245217
1426	0.1038960114
1427	0.1038936473
1428	0.1038837751
1429	0.1038770329
1430	0.1038708826
1431	0.1038409241
1432	0.1038316352
1433	0.1038150432
1434	0.1037465913
1435	0.1037179127
1436	0.1037132509
1437	0.1037005396
1438	0.1036980258
1439	0.1036954321
1440	0.103687226
1441	0.1036594489
1442	0.1036521284
1443	0.1036338195
1444	0.1035760192
1445	0.1035737515
1446	0.1034632315
1447	0.1034599308
1448	0.103457973
1449	0.1034432359
1450	0.1034381447
1451	0.1033487263
1452	0.1032077006
1453	0.103196308
1454	0.1031882285
1455	0.103163143
1456	0.1031555051
1457	0.1031531724
1458	0.1030370085
1459	0.1030000929
1460	0.1029975202
1461	0.1029732446
1462	0.1029637212
1463	0.1029505542
1464	0.1029350116
1465	0.1029268604
1466	0.102879401
1467	0.1028758972
1468	0.1028648225
1469	0.1028591716
1470	0.1028566904
1471	0.1028366898
1472	0.1028280814
1473	0.1027984823
1474	0.1027826542
1475	0.1027603029
1476	0.1027339129
1477	0.1027278368
1478	0.1027227149
1479	0.1026876065
1480	0.1026739021
1481	0.1026334614
1482	0.1026224716
1483	0.1025921645
1484	0.102578464
1485	0.1025718351
1486	0.1025492538
1487	0.1025434172
1488	0.1025314931
1489	0.1025295763
1490	0.1025207591
1491	0.1025151443
1492	0.1024926888
1493	0.1024698228
1494	0.1024610759
1495	0.1024401816
1496	0.1024389892
1497	0.1024284664
1498	0.1023659048
1499	0.1023357432
1500	0.102328374
1501	0.1023158259
1502	0.1022867115
1503	0.1022692812
1504	0.1022671973
1505	0.1022590956
1506	0.1022236785
1507	0.1022219156
1508	0.1022031212
1509	0.1021855786
1510	0.1021840368
1511	0.1021695527
