iter	MAPE
1512	0.1021651482
1513	0.1021296863
1514	0.1021155616
1515	0.1021097144
1516	0.1021044677
1517	0.1020389744
1518	0.102024937
1519	0.1020250262
1520	0.1020225311
1521	0.1020113843
1522	0.1020072164
1523	0.1019943237
1524	0.1019933408
1525	0.1019806833
1526	0.1019780872
1527	0.1019432748
1528	0.1019283025
1529	0.1019150284
1530	0.1019141008
1531	0.1018904978
1532	0.1018827658
1533	0.1018648639
1534	0.1018628636
1535	0.1018623211
1536	0.1018613359
1537	0.101854052
1538	0.1018502486
1539	0.1018370457
1540	0.1018358695
1541	0.1018154162
1542	0.1018025718
1543	0.1017876594
1544	0.1017831149
1545	0.1017797163
1546	0.1017656787
1547	0.1017532467
1548	0.1017423965
1549	0.1017301389
1550	0.1017278891
1551	0.1016871689
1552	0.1016163025
1553	0.101614108
1554	0.1016019912
1555	0.1015986222
1556	0.1015838672
1557	0.1015592328
1558	0.1015525081
1559	0.1015434774
1560	0.1015358625
1561	0.1015337976
1562	0.101522622
1563	0.101504165
1564	0.1014986062
1565	0.1014962466
1566	0.1014627167
1567	0.1014312768
1568	0.1014271391
1569	0.1014258326
1570	0.1013873581
1571	0.101366508
1572	0.1013287623
1573	0.1013282379
1574	0.1012977264
1575	0.1012916192
1576	0.101288861
1577	0.1012898418
1578	0.1012800586
1579	0.1012743438
1580	0.1012260298
1581	0.1011815737
1582	0.1011743455
1583	0.1011655855
1584	0.1011302692
1585	0.101126306
1586	0.1011108686
1587	0.1010722191
1588	0.1010682714
1589	0.1010262416
1590	0.1010248725
1591	0.1010229008
1592	0.1010074039
1593	0.1010032925
1594	0.1010019861
1595	0.1009925173
1596	0.1009885201
1597	0.1009553848
1598	0.1009447409
1599	0.100933488
1600	0.1009147963
1601	0.1009119031
1602	0.1009065294
1603	0.1009048538
1604	0.1009014405
1605	0.1008245351
1606	0.1008335693
1607	0.1008301192
1608	0.1008253209
1609	0.1008029656
1610	0.1007959671
1611	0.100794028
1612	0.1007785834
1613	0.1007728326
1614	0.1007511611
1615	0.1007503639
1616	0.1007474457
1617	0.1007334238
1618	0.1007024681
1619	0.1006940523
1620	0.1006647767
1621	0.1006496984
1622	0.1006446703
1623	0.1006413658
1624	0.1006370885
1625	0.1006018973
1626	0.1005908067
1627	0.1005850994
1628	0.1005816472
1629	0.1005385512
1630	0.1005356041
1631	0.1005320005
1632	0.1005126664
1633	0.1004740833
1634	0.1004517134
1635	0.1004397917
1636	0.1004206911
1637	0.1003954294
1638	0.1003852267
1639	0.1003808058
1640	0.1003830075
1641	0.1003801511
1642	0.1003778915
1643	0.1002943843
1644	0.1002877764
1645	0.1002852313
1646	0.100274938
1647	0.1002623392
1648	0.1002582264
1649	0.1002554743
1650	0.1002176034
1651	0.1002074979
1652	0.1002048164
1653	0.100202335
1654	0.1001888034
1655	0.1001854979
1656	0.1001819858
1657	0.1000999752
1658	0.1000903363
1659	0.1000684763
1660	0.1000308831
1661	0.1000187267
1662	0.1000163714
1663	0.1000132935
1664	0.1000031844
1665	0.09997253
1666	0.09995559011
1667	0.09994699854
1668	0.09992177211
1669	0.09991719009
1670	0.09991660247
1671	0.09991383018
1672	0.09990408863
1673	0.09989942884
1674	0.09987345439
1675	0.09985986018
1676	0.09982423577
1677	0.09979387602
1678	0.09977017363
1679	0.099762839
1680	0.0997497209
1681	0.09974514335
1682	0.09974145488
1683	0.09973847235
1684	0.09973389405
1685	0.09972938658
1686	0.09972590936
1687	0.09971675518
1688	0.09971246093
1689	0.09970487577
1690	0.09970541198
1691	0.09968805579
1692	0.09967102117
1693	0.09965830947
1694	0.09965071255
1695	0.09965015473
1696	0.09964604133
1697	0.09963898215
1698	0.09963558476
1699	0.099628512
1700	0.09961952549
1701	0.09961826026
1702	0.09961509208
1703	0.09961082786
1704	0.09960824586
1705	0.09959257566
1706	0.09957496487
1707	0.09957268025
1708	0.09957051052
1709	0.09955665365
1710	0.09953043805
1711	0.09952743354
1712	0.09949544695
1713	0.09944592191
1714	0.09944344868
1715	0.099355401
1716	0.09932872018
1717	0.09931444918
1718	0.09930298018
1719	0.09928892214
1720	0.09927930167
1721	0.09923914224
1722	0.09920826497
1723	0.09912695452
1724	0.09909556513
1725	0.09908381113
1726	0.09908223016
1727	0.09907149744
1728	0.09906775494
1729	0.09901511094
1730	0.0990079816
1731	0.09898835163
1732	0.09896629943
1733	0.09895276912
1734	0.09895055334
1735	0.09894591053
1736	0.09894041768
1737	0.09892513723
1738	0.0989246111
1739	0.09892155144
1740	0.09885799149
1741	0.09884398213
1742	0.09882856221
1743	0.09879749561
1744	0.09879144688
1745	0.09876723698
1746	0.09876352145
1747	0.09876042084
1748	0.09874813033
1749	0.0987162795
1750	0.09870707188
1751	0.09870208159
1752	0.09869824546
1753	0.09867011805
1754	0.09866425388
1755	0.09864356642
1756	0.09862440393
1757	0.09861589379
1758	0.09857357157
1759	0.0985728403
1760	0.09854822757
1761	0.09854491451
1762	0.09851463844
1763	0.09851269192
1764	0.09849530001
1765	0.09848910802
1766	0.09849068316
1767	0.09847984181
1768	0.09847579788
1769	0.0984755121
1770	0.09842981974
1771	0.09842689492
1772	0.09842375595
1773	0.09841965944
1774	0.09841750566
1775	0.09841650785
1776	0.09841233112
1777	0.09840946156
1778	0.09840612515
1779	0.09840464182
1780	0.09840060335
1781	0.09839810246
1782	0.09839134371
1783	0.09837713186
1784	0.09836000782
1785	0.0983064155
1786	0.09828197795
1787	0.0982587753
1788	0.09824956634
1789	0.09824956551
1790	0.09824722966
1791	0.09819033716
1792	0.09818057818
1793	0.09817165064
1794	0.09815690807
1795	0.09814379535
1796	0.09814010048
1797	0.09813082777
1798	0.09812793606
1799	0.09812566957
1800	0.098122768
1801	0.09806687937
1802	0.09804368065
1803	0.09795671098
1804	0.09794882512
1805	0.09794042122
1806	0.09793896396
1807	0.09793789202
1808	0.09789821323
1809	0.09788430116
1810	0.09788105062
1811	0.09785875574
1812	0.09785578865
1813	0.09783907405
1814	0.09783436904
1815	0.09780277176
1816	0.0977997688
1817	0.09779734983
1818	0.09778818915
1819	0.09778561867
1820	0.09778104978
1821	0.09777842413
1822	0.09777033962
1823	0.09777371478
1824	0.09777263479
1825	0.09775394728
1826	0.09775053984
1827	0.09774824295
1828	0.09774788622
1829	0.09774720788
1830	0.09774581744
1831	0.09774444813
1832	0.09773590267
1833	0.09773390288
1834	0.09770325061
1835	0.09769458999
1836	0.09767535678
1837	0.09766312574
1838	0.09766306681
1839	0.09766054036
1840	0.09765753766
1841	0.09765639816
1842	0.09765333471
1843	0.09764868774
1844	0.09760215666
1845	0.09758893292
1846	0.0975982763
1847	0.09759621248
1848	0.09750808346
1849	0.09750447309
1850	0.09749213594
1851	0.09748766429
1852	0.09746474791
1853	0.0973971898
1854	0.09739550333
1855	0.09739229271
1856	0.09734526361
1857	0.097322051
1858	0.09729254169
1859	0.09728649502
1860	0.09728573566
1861	0.09728214696
1862	0.09724682558
1863	0.09723494702
1864	0.09719385021
1865	0.09719334071
1866	0.09718908123
1867	0.09714544203
1868	0.09714413331
1869	0.0970433549
1870	0.09703370499
1871	0.09697976998
1872	0.09696561669
1873	0.09695779363
1874	0.09694718819
1875	0.09694616404
1876	0.09694489503
1877	0.09693919024
1878	0.09688294051
1879	0.09687883428
1880	0.09687420454
1881	0.09685170182
1882	0.09684850564
1883	0.09684514518
1884	0.09683049731
1885	0.09681567965
1886	0.09681421584
1887	0.09681094009
1888	0.09678940195
1889	0.09677060717
1890	0.0967679679
1891	0.09673268654
1892	0.0967316513
1893	0.09673091792
1894	0.0967017222
1895	0.09670121073
1896	0.09669739961
1897	0.09669049631
1898	0.09668068645
1899	0.09665138699
1900	0.09664743596
1901	0.0965838998
1902	0.0965377889
1903	0.09653327816
1904	0.09651562585
1905	0.0964910243
1906	0.09648684022
1907	0.09648517644
1908	0.09648587166
1909	0.09648558198
1910	0.09647168496
1911	0.09645022239
1912	0.09644553722
1913	0.09644369582
1914	0.09644278032
1915	0.09644047579
1916	0.09635589838
1917	0.09633676051
1918	0.09633417124
1919	0.09632755921
1920	0.09632579733
1921	0.09630572086
1922	0.0962935558
1923	0.09629188897
1924	0.09629172796
1925	0.09629071113
1926	0.09628674326
1927	0.0962840223
1928	0.09627627412
1929	0.09623268365
1930	0.09622928341
1931	0.09622427368
1932	0.09621458219
1933	0.09620962901
1934	0.0962053995
1935	0.09618279945
1936	0.09618109228
1937	0.0961800513
1938	0.09617003612
1939	0.0961663008
1940	0.09616534829
1941	0.09616217372
1942	0.09615825296
1943	0.0961401138
1944	0.0961376947
1945	0.09611360766
1946	0.09611336004
1947	0.09611217551
1948	0.09610658421
1949	0.09609804512
1950	0.09609618654
1951	0.09609449288
1952	0.09607168624
1953	0.09605947365
1954	0.09605466599
1955	0.09605214785
1956	0.09605012815
1957	0.09604729851
1958	0.09604054698
1959	0.09603586493
1960	0.09602134262
1961	0.09601779757
1962	0.09601907811
1963	0.09601808686
1964	0.0960109531
1965	0.09600998298
1966	0.09600470366
1967	0.09599591528
1968	0.0959863334
1969	0.09597851585
1970	0.09596359643
1971	0.09594990007
1972	0.09594730738
1973	0.09594478806
1974	0.09594334537
1975	0.09594058815
1976	0.09592768293
1977	0.09591282948
1978	0.09591004134
1979	0.0959066773
1980	0.09590487291
1981	0.09590388712
1982	0.09589714096
1983	0.09589470523
1984	0.0958886257
1985	0.0958870708
1986	0.09588607812
1987	0.09586252159
1988	0.09586112522
1989	0.09590814984
1990	0.09581760885
1991	0.09581378726
1992	0.09579695337
1993	0.0957743783
1994	0.09576889478
1995	0.09576638339
1996	0.09576211832
1997	0.09575903642
1998	0.09575267227
1999	0.09572731687
